,ID,NAME,ISO,Year,COORDS,BASIN,SUBBASIN,NATURE,ISO_TIME,TOTAL_HRS,DAY_HRS,NIGHT_HRS,USA_SSHS,PRES_CALC_mean,STORM_SPD_mean,STORM_DR_mean,v_land_kn,34kn_pop,34kn_assets,64kn_pop,64kn_assets,96kn_pop,96kn_assets,Total damage ('000$),CPI,"Air transport, freight (million ton-km)",Arable land (hectares per person),Cereal yield (kg per hectare),Food production index (2004-2006 = 100),GDP growth (annual %),GDP per capita (constant 2010 US$),Net flows from UN agencies US$,"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Adjusted savings: education expenditure (% of GNI),Rural population (% of total population),Income_level_Final,Total Affected,pop_max_34,pop_max_50,pop_max_64,Numeric
793,809,KAJIKI,PHL,2001,"[[10.35, 126.06], [10.52, 125.55], [10.69, 125.01], [10.77, 124.45], [10.85, 123.9], [10.96, 123.38], [11.07, 122.9], [11.15, 122.48], [11.22, 122.1], [11.33, 121.7], [11.45, 121.3], [11.56, 120.9], [11.68, 120.45], [11.78, 119.94], [11.9, 119.35], [10.23, 127.39], [10.23, 126.9], [10.27, 126.48], [12.04, 118.68], [12.18, 117.97]]",WP,MM,TS,"['2001-12-05 00:00:00', '2001-12-05 03:00:00', '2001-12-05 06:00:00', '2001-12-05 09:00:00', '2001-12-05 12:00:00', '2001-12-05 15:00:00', '2001-12-05 18:00:00', '2001-12-05 21:00:00', '2001-12-06 00:00:00', '2001-12-06 03:00:00', '2001-12-06 06:00:00', '2001-12-06 09:00:00', '2001-12-06 12:00:00', '2001-12-06 15:00:00', '2001-12-06 18:00:00', '2001-12-04 15:00:00', '2001-12-04 18:00:00', '2001-12-04 21:00:00', '2001-12-06 21:00:00', '2001-12-07 00:00:00']",0,0,0,0,998.8541667000003,10.1,281.5,54.5,12895489.0,116000000000.0,0.0,0.0,0.0,0.0,96.0,69.25933995,274.97900000000004,0.062555796,2667.8,88.98,2.893987062,1618.816177,16460000.246800002,68.835,15.26135878,267.2062012,2.37,53.95,Low_Middle,54840,17490598.0,10763674.0,1971428.375,608.0
794,810,DINA,MUS,2002,"[[-19.35, 58.04], [-19.4, 57.53], [-19.49, 57.06], [-19.21, 59.08], [-19.3, 58.57], [-19.63, 56.6]]",SI,MM,TS,"['2002-01-21 21:00:00', '2002-01-22 00:00:00', '2002-01-22 03:00:00', '2002-01-21 15:00:00', '2002-01-21 18:00:00', '2002-01-22 06:00:00']",9,0,9,4,926.0,9.5,258.1666667,107.0,1294326.0,47972786470.0,1234869.0,45336142693.0,0.0,0.0,50000.0,70.35781897,185.571,0.073882159,7763.2,95.38,1.614918645,5859.659304,2259999.9606,71.96585366,28.91733482,593.4093596,3.035,57.553000000000004,High_Middle,1050,,,,
795,811,DINA,REU,2002,"[[-20.17, 55.25], [-20.33, 54.83], [-20.59, 54.49], [-19.83, 56.15], [-20.03, 55.7], [-20.87, 54.2], [-21.09, 53.91], [-21.33, 53.63], [-21.64, 53.36]]",SI,MM,TS,"['2002-01-22 15:00:00', '2002-01-22 18:00:00', '2002-01-22 21:00:00', '2002-01-22 09:00:00', '2002-01-22 12:00:00', '2002-01-23 00:00:00', '2002-01-23 03:00:00', '2002-01-23 06:00:00', '2002-01-23 09:00:00']",18,0,18,4,927.8888889,8.111111111,234.0,92.6,884291.0,0.0,640804.0,0.0,0.0,0.0,50000.0,70.35781897,185.571,0.073882159,7763.2,95.38,1.614918645,5859.659304,2259999.9606,71.96585366,28.91733482,593.4093596,3.035,57.553000000000004,High_Middle,3100,,,,
796,812,RUSA,PRK,2002,"[[40.6, 130.8], [39.69, 130.2]]",WP,MM,TS,"['2002-09-01 12:00:00', '2002-09-01 09:00:00']",21,0,21,-1,999.0,22.5,30.5,116.0,,,,,,,500.0,70.35781897,1.7369999999999999,0.098545583,3190.8,96.65,,,12090000.14135,66.925,0.0,193.83317830000001,,40.43,Low,7401,17864696.0,778524.125,0.0,408.0
797,813,LILI,CYM,2002,"[[19.6, -79.6], [19.7, -79.8], [19.76, -79.91], [20.0, -80.3], [20.25, -80.67], [20.5, -81.1], [20.76, -81.64]]",NAm,CS,TS,"['2002-09-30 12:00:00', '2002-09-30 14:00:00', '2002-09-30 15:00:00', '2002-09-30 18:00:00', '2002-09-30 21:00:00', '2002-10-01 00:00:00', '2002-10-01 03:00:00']",15,0,15,1,982.0,8.857142857000001,301.0,46.0,,,,,,,1000.0,70.35781897,,0.004410046,,99.83,1.7000017669999998,86150.46221,-19999.99955,82.1902439,41.89543781,188.9625,,0.0,High,300,,,,
798,814,LILI,HTI,2002,"[[16.7, -75.0], [17.09, -75.04], [17.4, -75.1]]",NAm,CS,TS,"['2002-09-27 18:00:00', '2002-09-27 21:00:00', '2002-09-28 00:00:00']",6,0,6,0,1001.333333,6.666666667,339.0,46.0,,,,,,,,70.35781897,,0.10280838199999999,920.4,94.28,-0.251464388,721.1682505,15499999.999000002,57.655,1.599241503,317.6396952,1.461652,61.065,Low,250,159513.0,0.0,0.0,332.0
799,815,LILI,JAM,2002,"[[17.46, -75.37], [17.5, -75.6], [17.78, -75.52], [18.1, -75.4], [18.32, -75.5], [18.5, -75.7], [18.68, -75.87], [18.8, -76.1], [18.83, -76.45], [18.8, -76.8], [18.75, -77.02], [18.7, -77.2], [18.67, -77.39], [18.7, -77.6], [18.84, -77.83], [19.0, -78.1], [19.03, -78.37], [19.1, -78.7], [19.35, -79.17]]",NAm,CS,TS,"['2002-09-28 03:00:00', '2002-09-28 06:00:00', '2002-09-28 09:00:00', '2002-09-28 12:00:00', '2002-09-28 15:00:00', '2002-09-28 18:00:00', '2002-09-28 21:00:00', '2002-09-29 00:00:00', '2002-09-29 03:00:00', '2002-09-29 06:00:00', '2002-09-29 09:00:00', '2002-09-29 12:00:00', '2002-09-29 15:00:00', '2002-09-29 18:00:00', '2002-09-29 21:00:00', '2002-09-30 00:00:00', '2002-09-30 03:00:00', '2002-09-30 06:00:00', '2002-09-30 09:00:00']",6,1,5,0,996.8421053,5.473684211,260.2631579,45.9,2783115.0,21432606022.0,0.0,0.0,0.0,0.0,30.0,70.35781897,56.588,0.050132852,1179.8,100.46,1.997290944,4747.302486,1840000.0184,74.14,46.23273898,248.64681439999998,5.2,47.748999999999995,High_Middle,1500,2746927.0,1131499.75,11932.861328125,388.0
800,816,AMI,FJI,2003,"[[-16.1, 179.82], [-17.0, 180.0], [-14.73, 179.73], [-15.35, 179.75], [-18.06, 180.33]]",NAm,MM,TS,"['2003-01-13 15:00:00', '2003-01-13 18:00:00', '2003-01-13 09:00:00', '2003-01-13 12:00:00', '2003-01-13 21:00:00']",6,5,1,2,958.8,17.2,171.0,110.7,,,,,,,30000.0,71.95500655,68.0,0.20831393199999998,2338.9,90.62,0.999999345,3503.5091820000002,3860000.02773,66.152,13.46467731,44.66754242,5.7694134,50.915,High_Middle,30000,,,,
801,817,MANOU,MDG,2003,"[[-19.07, 49.8], [-19.12, 49.58], [-19.17, 49.43], [-19.21, 49.3], [-19.27, 49.2], [-19.33, 49.12], [-19.4, 49.07], [-19.44, 49.05], [-19.5, 49.03], [-19.6, 49.0], [-19.73, 48.97], [-19.87, 48.95], [-20.03, 48.93], [-20.24, 48.92], [-20.5, 48.9], [-20.78, 48.89], [-21.1, 48.87], [-21.44, 48.8], [-21.88, 48.76], [-22.47, 48.83], [-18.81, 50.83], [-18.87, 50.47], [-18.97, 50.11], [-23.1, 49.03], [-23.5, 49.52]]",SI,MM,TS,"['2003-05-08 06:00:00', '2003-05-08 09:00:00', '2003-05-08 12:00:00', '2003-05-08 15:00:00', '2003-05-08 18:00:00', '2003-05-08 21:00:00', '2003-05-09 00:00:00', '2003-05-09 03:00:00', '2003-05-09 06:00:00', '2003-05-09 09:00:00', '2003-05-09 12:00:00', '2003-05-09 15:00:00', '2003-05-09 18:00:00', '2003-05-09 21:00:00', '2003-05-10 00:00:00', '2003-05-10 03:00:00', '2003-05-10 06:00:00', '2003-05-10 09:00:00', '2003-05-10 12:00:00', '2003-05-10 15:00:00', '2003-05-07 21:00:00', '2003-05-08 00:00:00', '2003-05-08 03:00:00', '2003-05-10 18:00:00', '2003-05-10 21:00:00']",15,12,3,0,978.34,5.28,198.36,73.9,7543996.0,2024705110.0,472465.0,165189266.0,0.0,0.0,,71.95500655,9.72,0.17072607899999998,2201.7,88.48,9.784892131,456.1356409,21019999.742,60.256,1.6416672559999999,29.71272999,2.34,72.064,Low,162086,5284136.5,652096.0,72485.59375,450.0
802,818,LINFA,PHL,2003,"[[15.77, 118.75], [16.0, 118.8], [16.17, 118.82], [16.08, 118.88], [16.07, 119.08], [16.09, 119.2], [16.1, 119.35], [16.1, 119.55], [16.1, 119.88], [16.11, 120.38], [16.18, 120.95], [16.35, 121.43], [16.6, 121.88], [16.83, 122.29], [17.18, 122.72], [15.5, 118.7], [16.3, 118.8], [16.42, 118.72], [16.5, 118.6], [16.52, 118.45], [16.5, 118.37], [16.46, 118.3], [16.37, 118.22], [16.22, 118.11], [16.14, 118.09], [16.05, 118.22], [15.99, 118.38], [16.03, 118.51], [16.07, 118.67], [17.71, 123.27], [18.32, 123.75], [18.89, 124.01]]",WP,MM,TS,"['2003-05-24 09:00:00', '2003-05-24 12:00:00', '2003-05-24 15:00:00', '2003-05-26 09:00:00', '2003-05-26 12:00:00', '2003-05-26 15:00:00', '2003-05-26 18:00:00', '2003-05-26 21:00:00', '2003-05-27 00:00:00', '2003-05-27 03:00:00', '2003-05-27 06:00:00', '2003-05-27 09:00:00', '2003-05-27 12:00:00', '2003-05-27 15:00:00', '2003-05-27 18:00:00', '2003-05-24 06:00:00', '2003-05-24 18:00:00', '2003-05-24 21:00:00', '2003-05-25 00:00:00', '2003-05-25 03:00:00', '2003-05-25 06:00:00', '2003-05-25 09:00:00', '2003-05-25 12:00:00', '2003-05-25 15:00:00', '2003-05-25 18:00:00', '2003-05-25 21:00:00', '2003-05-26 00:00:00', '2003-05-26 03:00:00', '2003-05-26 06:00:00', '2003-05-27 21:00:00', '2003-05-28 00:00:00', '2003-05-28 03:00:00']",18,0,18,0,995.2838542000003,5.71875,114.90625,61.5,20578024.0,211000000000.0,0.0,0.0,0.0,0.0,4000.0,71.95500655,278.368,0.059842047999999995,2823.4,94.72,4.970368696,1689.572895,15560000.2117,68.937,27.102981099999997,278.5389912,2.34,54.12,Low_Middle,13909,32513030.0,8351082.0,2581219.75,608.0
803,819,SOUDELOR,PHL,2003,"[[12.74, 126.25], [18.62, 123.23], [11.5, 127.5], [11.78, 127.22], [12.1, 126.97], [12.27, 126.7], [12.45, 126.45], [13.1, 126.08], [13.53, 125.91], [13.97, 125.78], [14.38, 125.67], [14.75, 125.55], [15.11, 125.36], [15.45, 125.15], [17.48, 124.05], [17.83, 123.73], [18.2, 123.45], [19.05, 123.1], [19.41, 123.04], [19.77, 123.05]]",WP,MM,TS,"['2003-06-14 15:00:00', '2003-06-16 15:00:00', '2003-06-14 00:00:00', '2003-06-14 03:00:00', '2003-06-14 06:00:00', '2003-06-14 09:00:00', '2003-06-14 12:00:00', '2003-06-14 18:00:00', '2003-06-14 21:00:00', '2003-06-15 00:00:00', '2003-06-15 03:00:00', '2003-06-15 06:00:00', '2003-06-15 09:00:00', '2003-06-15 12:00:00', '2003-06-16 06:00:00', '2003-06-16 09:00:00', '2003-06-16 12:00:00', '2003-06-16 18:00:00', '2003-06-16 21:00:00', '2003-06-17 00:00:00']",9,0,9,0,987.8125,8.0,313.65,51.8,249392.0,2677802510.0,0.0,0.0,0.0,0.0,2455.0,71.95500655,278.368,0.059842047999999995,2823.4,94.72,4.970368696,1689.572895,15560000.2117,68.937,27.102981099999997,278.5389912,2.34,54.12,Low_Middle,127130,3153043.25,807.5090942382812,0.0,608.0
804,820,KONI,PHL,2003,"[[10.95, 126.27], [11.03, 125.7], [11.12, 125.13], [11.25, 124.5], [11.44, 123.75], [11.65, 123.0], [11.83, 122.42], [11.97, 121.85], [12.06, 121.14], [12.12, 120.42], [10.67, 127.5], [10.85, 126.85], [12.2, 119.81], [12.3, 119.28], [12.46, 118.81], [12.65, 118.42]]",WP,MM,TS,"['2003-07-16 21:00:00', '2003-07-17 00:00:00', '2003-07-17 03:00:00', '2003-07-17 06:00:00', '2003-07-17 09:00:00', '2003-07-17 12:00:00', '2003-07-17 15:00:00', '2003-07-17 18:00:00', '2003-07-17 21:00:00', '2003-07-18 00:00:00', '2003-07-16 15:00:00', '2003-07-16 18:00:00', '2003-07-18 03:00:00', '2003-07-18 06:00:00', '2003-07-18 09:00:00', '2003-07-18 12:00:00']",15,0,15,0,997.59375,12.0,283.4375,60.2,9741884.0,101000000000.0,0.0,0.0,0.0,0.0,1499.0,71.95500655,278.368,0.059842047999999995,2823.4,94.72,4.970368696,1689.572895,15560000.2117,68.937,27.102981099999997,278.5389912,2.34,54.12,Low_Middle,116602,13851884.0,2914756.75,1184374.25,608.0
805,821,MAEMI,JPN,2003,"[[43.28, 139.9], [44.7, 141.2], [45.2, 145.7], [45.38, 146.88], [46.1, 147.5], [42.29, 138.07], [46.58, 148.25], [47.1, 148.9], [47.68, 149.51]]",WP,MM,ET,"['2003-09-13 15:00:00', '2003-09-13 18:00:00', '2003-09-14 00:00:00', '2003-09-14 03:00:00', '2003-09-14 06:00:00', '2003-09-13 12:00:00', '2003-09-14 09:00:00', '2003-09-14 12:00:00', '2003-09-14 15:00:00']",0,0,0,-1,985.5555556,21.77777778,50.33333333,133.9,969906.0,104000000000.0,44602.0,5054298328.0,44472.0,4982047655.0,50000.0,71.95500655,8279.576,0.03442741,5451.0,99.22,1.5282201480000002,42744.01128,0.0,81.76,67.66835986,350.3923182,3.084033083,16.804000000000002,High,223,5177392.5,5462.72314453125,0.0,392.0
806,822,JUAN,CAN,2003,"[[44.4, -63.8], [46.0, -63.8], [47.82, -63.31], [42.8, -63.9]]",NAm,NAm,TS,"['2003-09-29 03:00:00', '2003-09-29 06:00:00', '2003-09-29 09:00:00', '2003-09-29 00:00:00']",21,0,21,2,978.75,33.75,6.0,97.8,1258466.0,173000000000.0,693141.0,83522165244.0,0.0,0.0,110000.0,71.95500655,1496.297,1.440176959,2758.8,88.71,3.8110902010000003,41534.237389999995,0.0,79.74146341,42.20966635,3.479847496,4.872412928999999,20.033,High,200,1294744.625,320658.0625,9278.845703125,124.0
807,823,NEPARTAK,CHN,2003,"[[17.48, 109.08], [17.78, 108.91], [18.07, 108.78], [18.39, 108.63], [18.7, 108.53], [18.97, 108.52], [19.23, 108.55], [19.47, 108.54], [19.73, 108.55], [19.98, 108.61], [20.29, 108.73], [20.63, 108.89], [20.97, 109.09], [21.24, 109.32], [17.1, 109.3]]",WP,MM,TS,"['2003-11-17 18:00:00', '2003-11-17 21:00:00', '2003-11-18 00:00:00', '2003-11-18 03:00:00', '2003-11-18 06:00:00', '2003-11-18 09:00:00', '2003-11-18 12:00:00', '2003-11-18 15:00:00', '2003-11-18 18:00:00', '2003-11-18 21:00:00', '2003-11-19 00:00:00', '2003-11-19 03:00:00', '2003-11-19 06:00:00', '2003-11-19 09:00:00', '2003-11-17 15:00:00']",21,0,21,0,985.6555556,6.533333333,144.66666669999995,74.6,5868888.0,142000000000.0,1027344.0,23537001438.0,0.0,0.0,196938.0,71.95500655,5650.63,0.08669667800000001,4871.1,90.7,10.03560303,2253.929689,50250000.95500001,72.381,20.52400801,137.23592219999998,1.79,60.224,Low_Middle,1720000,20556868.0,617928.375,443455.9375,156.0
808,824,NIDA,PHL,2004,"[[12.26, 126.02], [12.62, 125.62], [13.05, 125.2], [13.45, 124.8], [13.75, 124.48], [14.03, 124.22], [14.33, 124.02], [14.65, 123.88], [10.91, 127.52], [11.15, 127.15], [11.5, 126.78], [11.9, 126.4], [15.0, 123.77], [15.38, 123.7], [15.76, 123.61], [16.15, 123.55], [16.51, 123.52], [16.85, 123.53], [17.18, 123.57], [17.52, 123.67], [17.93, 123.81], [18.38, 124.0]]",WP,MM,TS,"['2004-05-16 09:00:00', '2004-05-16 12:00:00', '2004-05-16 15:00:00', '2004-05-16 18:00:00', '2004-05-16 21:00:00', '2004-05-17 00:00:00', '2004-05-17 03:00:00', '2004-05-17 06:00:00', '2004-05-15 21:00:00', '2004-05-16 00:00:00', '2004-05-16 03:00:00', '2004-05-16 06:00:00', '2004-05-17 09:00:00', '2004-05-17 12:00:00', '2004-05-17 15:00:00', '2004-05-17 18:00:00', '2004-05-17 21:00:00', '2004-05-18 00:00:00', '2004-05-18 03:00:00', '2004-05-18 06:00:00', '2004-05-18 09:00:00', '2004-05-18 12:00:00']",3,3,0,4,931.8636364,8.681818182,240.3181818,145.5,14668013.0,142000000000.0,4288521.0,35918402077.0,675345.0,6069960591.0,1000.0,73.88141244,300.637,0.06044112,2992.3,97.42,6.697623612999999,1767.4379010000002,11649999.976,69.013,38.8804914,284.1014924,1.96,54.205,Low_Middle,714,15766113.0,6821874.0,0.0,608.0
809,825,CHANTHU,THA,2004,"[[14.5, 105.53], [14.8, 105.1], [15.08, 104.77], [15.3, 104.5], [15.44, 104.27], [15.6, 104.1], [15.84, 103.94], [16.1, 103.8], [16.32, 103.66], [16.5, 103.5], [16.66, 103.31], [16.8, 103.1], [16.95, 102.88], [17.1, 102.7], [17.24, 102.63], [17.4, 102.6], [17.59, 102.57], [17.8, 102.5], [18.0, 102.33]]",WP,MM,TS,"['2004-06-13 03:00:00', '2004-06-13 06:00:00', '2004-06-13 09:00:00', '2004-06-13 12:00:00', '2004-06-13 15:00:00', '2004-06-13 18:00:00', '2004-06-13 21:00:00', '2004-06-14 00:00:00', '2004-06-14 03:00:00', '2004-06-14 06:00:00', '2004-06-14 09:00:00', '2004-06-14 12:00:00', '2004-06-14 15:00:00', '2004-06-14 18:00:00', '2004-06-14 21:00:00', '2004-06-15 00:00:00', '2004-06-15 03:00:00', '2004-06-15 06:00:00', '2004-06-15 09:00:00']",6,1,5,-1,1001.578947,5.578947368,320.5263158,34.9,2115.0,19801427.0,0.0,0.0,0.0,0.0,,73.88141244,1868.578,0.233863068,2960.8,100.1,6.289288549,4190.479159,5999999.761699999,71.72800000000002,41.48845903,127.2197518,4.297142857,63.831,High_Middle,4000,14366152.0,6567838.0,3245741.0,764.0
810,826,CHANTHU,VNM,2004,"[[13.95, 110.12], [13.92, 109.38], [13.88, 108.65], [13.85, 108.04], [13.88, 107.44], [13.95, 110.77]]",WP,MM,TS,"['2004-06-12 06:00:00', '2004-06-12 09:00:00', '2004-06-12 12:00:00', '2004-06-12 15:00:00', '2004-06-12 18:00:00', '2004-06-12 03:00:00']",21,0,21,1,980.0416667000003,12.83333333,270.1666667,92.7,7972613.0,60690882907.0,2737348.0,18874525238.0,0.0,0.0,7000.0,73.88141244,216.52700000000002,0.077886832,4690.9,96.34,7.536410612,955.4472671,26050000.191000003,73.875,5.971383996,267.88409390000004,3.547569808,73.317,Low_Middle,905,7199624.0,3148643.0,861502.0,704.0
811,827,DIANMU,JPN,2004,"[[31.0, 132.2], [31.89, 132.93], [33.0, 133.85], [34.22, 134.62], [34.62, 134.87], [35.6, 135.45], [37.16, 136.57], [40.12, 138.58], [41.33, 139.2], [41.93, 139.22], [42.4, 139.2], [43.16, 139.67], [44.0, 140.3], [44.81, 140.79], [45.6, 141.4], [29.5, 131.3], [30.19, 131.68], [38.67, 137.73]]",WP,MM,TS,"['2004-06-20 18:00:00', '2004-06-20 21:00:00', '2004-06-21 00:00:00', '2004-06-21 03:00:00', '2004-06-21 04:00:00', '2004-06-21 06:00:00', '2004-06-21 09:00:00', '2004-06-21 15:00:00', '2004-06-21 18:00:00', '2004-06-21 21:00:00', '2004-06-22 00:00:00', '2004-06-22 03:00:00', '2004-06-22 06:00:00', '2004-06-22 09:00:00', '2004-06-22 12:00:00', '2004-06-20 12:00:00', '2004-06-20 15:00:00', '2004-06-21 12:00:00']",18,0,18,0,980.962963,22.88888889,45.66666667,85.3,48064402.0,5820000000000.0,17117064.0,1950000000000.0,0.0,0.0,,73.88141244,8708.244,0.034274935,5942.3,99.97,2.204687882,43671.67997,0.0,82.0302439,71.35023936,350.5102881,3.05876668,15.36,High,756,48488816.0,25151956.0,4569256.0,392.0
812,828,MINDULLE,PHL,2004,"[[18.9, 123.03], [18.95, 122.82], [19.0, 122.65], [19.05, 122.46], [19.1, 122.28], [19.15, 122.08], [21.6, 121.8], [18.77, 124.08], [18.81, 123.83], [18.85, 123.58], [18.87, 123.29], [19.25, 121.95], [19.38, 121.93], [19.65, 121.95], [20.15, 121.95], [20.73, 121.92], [21.19, 121.88]]",WP,MM,TS,"['2004-06-29 12:00:00', '2004-06-29 15:00:00', '2004-06-29 18:00:00', '2004-06-29 21:00:00', '2004-06-30 00:00:00', '2004-06-30 03:00:00', '2004-07-01 00:00:00', '2004-06-29 00:00:00', '2004-06-29 03:00:00', '2004-06-29 06:00:00', '2004-06-29 09:00:00', '2004-06-30 06:00:00', '2004-06-30 09:00:00', '2004-06-30 12:00:00', '2004-06-30 15:00:00', '2004-06-30 18:00:00', '2004-06-30 21:00:00']",9,8,1,4,951.4264706,5.588235294,247.5882353,114.4,6186283.0,36538924599.0,55523.0,563619919.0,2763.0,42875255.0,19667.0,73.88141244,300.637,0.06044112,2992.3,97.42,6.697623612999999,1767.4379010000002,11649999.976,69.013,38.8804914,284.1014924,1.96,54.205,Low_Middle,385012,4251474.5,1746244.625,13042.7392578125,608.0
813,829,MINDULLE,TWN,2004,"[[21.96, 121.68], [22.32, 121.58], [22.8, 121.58], [23.27, 121.58], [23.67, 121.45], [24.02, 121.3], [24.41, 121.23], [24.77, 121.17], [25.1, 121.06], [25.43, 120.97], [25.78, 120.97]]",WP,MM,TS,"['2004-07-01 03:00:00', '2004-07-01 06:00:00', '2004-07-01 09:00:00', '2004-07-01 12:00:00', '2004-07-01 15:00:00', '2004-07-01 18:00:00', '2004-07-01 21:00:00', '2004-07-02 00:00:00', '2004-07-02 03:00:00', '2004-07-02 06:00:00', '2004-07-02 09:00:00']",6,1,5,0,980.7727273,8.0,285.1818182,75.7,21436886.0,4470000000000.0,8530.0,2918739074.0,0.0,0.0,400000.0,73.88141244,7024.25,0.086106128,5186.8,96.48,10.11122346,2467.132843,43880000.111999996,72.689,25.3063175,138.0534367,1.79,58.856,Low_Middle,1171,20181648.0,16431840.0,2169522.5,158.0
814,830,RANANIM,CHN,2004,"[[27.81, 121.98], [28.15, 121.35], [28.27, 120.71], [28.32, 120.07], [28.47, 119.49], [28.65, 118.9], [28.85, 118.19], [28.97, 117.54], [28.96, 117.07], [28.89, 116.74], [28.86, 116.5], [28.9, 116.3], [29.11, 116.1], [29.35, 115.8], [29.48, 115.28], [29.5, 114.7], [29.43, 114.23], [29.23, 113.76], [28.94, 113.2], [28.72, 112.66], [28.8, 112.29], [28.9, 111.9], [29.04, 111.43], [27.35, 122.6]]",WP,MM,TS,"['2004-08-12 09:00:00', '2004-08-12 12:00:00', '2004-08-12 15:00:00', '2004-08-12 18:00:00', '2004-08-12 21:00:00', '2004-08-13 00:00:00', '2004-08-13 03:00:00', '2004-08-13 06:00:00', '2004-08-13 09:00:00', '2004-08-13 12:00:00', '2004-08-13 15:00:00', '2004-08-13 18:00:00', '2004-08-13 21:00:00', '2004-08-14 00:00:00', '2004-08-14 03:00:00', '2004-08-14 06:00:00', '2004-08-14 09:00:00', '2004-08-14 12:00:00', '2004-08-14 15:00:00', '2004-08-14 18:00:00', '2004-08-14 21:00:00', '2004-08-15 00:00:00', '2004-08-15 03:00:00', '2004-08-12 06:00:00']",21,0,21,-1,988.2013889,9.25,280.0,98.4,34795886.0,795000000000.0,14612567.0,301000000000.0,187294.0,4016016436.0,2190000.0,73.88141244,7024.25,0.086106128,5186.8,96.48,10.11122346,2467.132843,43880000.111999996,72.689,25.3063175,138.0534367,1.79,58.856,Low_Middle,9062000,74888528.0,42579512.0,4704337.0,156.0
815,831,CHARLEY,JAM,2004,"[[17.02, -77.47], [17.4, -78.1], [17.78, -78.69], [18.2, -79.3], [16.3, -75.4], [16.47, -76.13], [16.7, -76.8]]",NAm,CS,TS,"['2004-08-11 21:00:00', '2004-08-12 00:00:00', '2004-08-12 03:00:00', '2004-08-12 06:00:00', '2004-08-11 12:00:00', '2004-08-11 15:00:00', '2004-08-11 18:00:00']",21,0,21,1,992.0,14.28571429,296.2857143,68.1,2788659.0,21481978182.0,64981.0,403892183.0,0.0,0.0,300000.0,73.88141244,37.698,0.048807070999999994,1185.4,102.43,1.3237251,4927.631055,2610000.0363,74.146,67.43272973,251.61726690000003,3.99,47.375,High_Middle,126,2680027.25,52186.734375,0.0,388.0
816,832,MEGI,JPN,2004,"[[33.08, 127.75], [40.95, 140.51], [41.14, 141.57], [41.23, 142.11], [41.42, 143.91], [40.62, 138.75], [41.6, 145.81]]",WP,MM,TS,"['2004-08-18 18:00:00', '2004-08-19 21:00:00', '2004-08-19 23:00:00', '2004-08-20 00:00:00', '2004-08-20 03:00:00', '2004-08-19 18:00:00', '2004-08-20 06:00:00']",12,0,12,-1,982.202381,27.85714286,71.85714286,64.8,,,,,,,500000.0,73.88141244,8708.244,0.034274935,5942.3,99.97,2.204687882,43671.67997,0.0,82.0302439,71.35023936,350.5102881,3.05876668,15.36,High,8502,6138037.0,1047536.0625,267508.4375,392.0
817,833,MEGI,KOR,2004,"[[34.32, 128.58], [35.58, 129.57], [32.04, 126.95], [36.67, 130.87]]",WP,MM,TS,"['2004-08-18 21:00:00', '2004-08-19 00:00:00', '2004-08-18 15:00:00', '2004-08-19 03:00:00']",6,0,6,0,974.5625,27.75,37.25,64.8,,,,,,,1000.0,73.88141244,8072.784000000002,0.034378399,6427.0,99.32,4.89984045,17905.22579,509999.9979,77.66585366,75.44536178,496.6176307,3.61,18.998,High,2400,14515998.0,9575912.0,768707.625,410.0
