Year;Country Code;Country Name;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population)
1985;TTO;Trinidad and Tobago;10;0.029907245;2358.5;82.76;-4.119419554;6806.110872;2860000;67.344;0;228.125731;5.3;46.795
1986;TTO;Trinidad and Tobago;10.5;0.029576273;2408.6;82.66;-3.279163048;6510.076798;2609999.902;67.507;0;230.6785575;4.7430949;46.611
1987;TTO;Trinidad and Tobago;11.19999981;0.029299957;2562.4;83.27;-4.561778538;6155.055608;1889999.941;67.666;0;232.8539961;4.7430949;46.427
1988;TTO;Trinidad and Tobago;12.69999981;0.029896533;2721.8;84.86;-3.919724051;5866.588292;2729999.978;67.816;0;234.7276803;4.7430949;46.243
1989;TTO;Trinidad and Tobago;14.39999962;0.029681982;2565.5;82.11;-0.829914211;5776.148805;2039999.971;67.957;0;236.4243665;4.2;46.059
1990;TTO;Trinidad and Tobago;15.19999981;0.029481229;3326.1;89.19;1.509167842;5823.664104;1520000;68.086;0;238.034308;3.7;45.876
1991;TTO;Trinidad and Tobago;14.80000019;0.032544059;3094.4;89.6;3.112407866;5965.898901;1259999.968;68.201;0.034659422;239.5912281;3.7574288;45.692
1992;TTO;Trinidad and Tobago;15.89999962;0.032344586;3594.6;87.63;10.09297951;6527.778398;1129999.995;68.305;0.103260092;241.0688109;3.8537703;45.509
1993;TTO;Trinidad and Tobago;17.20000076;0.032164269;3262.2;90;-0.669114766;6447.952041;759999.983;68.402;0.135009521;242.4202729;3.8537703;45.326
1994;TTO;Trinidad and Tobago;34.40000153;0.032012293;3582.1;91.52;3.567180606;6646.408669;1060000.017;68.496;0.207999872;243.5711501;3.4;45.143
1995;TTO;Trinidad and Tobago;36.09999847;0.03189284;3604;92.33;3.809913144;6873.885353;1530000.002;68.597;0.506538032;244.4834308;3.4;44.96
1996;TTO;Trinidad and Tobago;21.79999924;0.031807906;3424.4;94.47;7.134477465;7344.68916;510000.0091;68.713;0.758141432;245.1362573;3.3;44.776
1997;TTO;Trinidad and Tobago;19.60000038;0.027781129;2468;88.95;7.522854626;7882.808418;860000.0143;68.85;1.360481582;245.5844055;3.2;44.594
1998;TTO;Trinidad and Tobago;49;0.02774046;2463.2;79.13;8.124563997;8510.775012;860000.0031;69.011;2.085052251;245.9444444;2.4;44.411
1999;TTO;Trinidad and Tobago;54.70000076;0.027691341;1712.4;86.46;8.024817644;9177.470151;879999.9767;69.199;3.058627316;246.3807018;2.85;44.229
2000;TTO;Trinidad and Tobago;45.482;0.027620974;2277.3;98.61;6.901359591;9785.90975;939999.9753;69.413;12.77351669;247.0083821;2.55;44.095
2001;TTO;Trinidad and Tobago;41.767;0.023591731;1449.4;97.81;4.168523982;10157.93255;489999.9984;69.65;20.13994615;247.8814815;3;44.282
2002;TTO;Trinidad and Tobago;35.641;0.023488643;1669.3;118.74;7.936709687;10916.22849;700000.0123;69.903;20.57385886;248.9693957;3.46;44.47
2003;TTO;Trinidad and Tobago;34.315;0.023372513;1532.7;104.44;14.44098954;12430.87547;789999.9954;70.164;26.20463882;250.2064327;2.87;44.657
2004;TTO;Trinidad and Tobago;41.791;0.020153117;1573.3;100.92;7.950051511;13350.86143;1030000.001;70.428;50.47495471;251.4859649;2.87;44.845
2005;TTO;Trinidad and Tobago;47.883;0.019282654;1555.2;98.75;6.20893788;14110.04117;1700000.025;70.691;71.27640374;252.7294347;2.87;45.033
2006;TTO;Trinidad and Tobago;46.456;0.019192959;1478.4;100.33;13.20805861;15899.4003;1159999.997;70.952;116.6010651;253.9105263;2.87;45.221
2007;TTO;Trinidad and Tobago;47.378;0.019106562;1673.8;105.24;4.754209701;16580.31724;2810000.062;71.21;115.3883485;255.0586745;2.87;45.41
2008;TTO;Trinidad and Tobago;49.174;0.019019463;1724.5;86.44;3.391737078;17064.53166;609999.9809;71.464;137.40573;256.2267057;2.87;45.598
2009;TTO;Trinidad and Tobago;70.109;0.01892606;1657.5;90.7;-4.391729247;16234.98123;729999.9893;71.71;139.7761426;257.4912281;2.87;45.787
2010;TTO;Trinidad and Tobago;17.404;0.018823218;1667.4;96.26;3.32322471;16683.35538;299999.997;71.946;142.6227669;258.8980507;2.87;45.975
2011;TTO;Trinidad and Tobago;17.64831124;0.018710082;1639.5;94.11;-0.294354409;16534.26826;0;72.17;136.6734073;260.4635478;2.87;46.164
2012;TTO;Trinidad and Tobago;17.64831124;0.01858989;1471.7;95.76;1.269964365;16636.68383;0;72.382;140.0696302;262.1475634;2.87;46.329
2013;TTO;Trinidad and Tobago;44.646;0.018467903;1610.5;96.48;2.229074805;16895.9243;0;72.582;143.5967121;263.8791423;2.87;46.47
2014;TTO;Trinidad and Tobago;43.736004;0.018350752;1325.6;96.47;-0.912544969;16635.54036;0;72.768;145.3791808;265.5637427;2.87;46.587
2015;TTO;Trinidad and Tobago;43.19817595;0.018243807;1100.9;96.69;1.823184697;16840.1208;0;72.941;154.9537045;267.1204678;2.87;46.681
2016;TTO;Trinidad and Tobago;21.343723;0.018147977;1483;96.14;-6.296446956;15696.90422;0;73.1;157.223424;268.5309942;2.87;46.75
2017;TTO;Trinidad and Tobago;37.428;0.018305325;1371.7;96.49402752;-2.312115621;15261.87227;0;73.245;146.7160721;269.7996101;2.87;46.795
2018;TTO;Trinidad and Tobago;41.138;0.018225057;1312.619987;96.42470751;-0.245213697;15161.06846;0;73.00896465;141.9293402;270.9274854;2.87;46.816
2019;TTO;Trinidad and Tobago;;0.018179966;1375.581041;96.29431233;-2.89835191;15637.72117;0;73.12894438;150.9200262;269.0636012;2.87;46.76284526
1960;TZA;Tanzania;;0.502575846;805.7;25.01;3.764443407;494.2807214;0;43.6;0;11.68062429;2.6060158;94.754
1961;TZA;Tanzania;;0.502575846;805.7;25.01;3.764443407;494.2807214;0;43.859;0;11.68062429;2.6060158;94.606
1962;TZA;Tanzania;;0.474091064;831.3;25.84;3.764443407;494.2807214;0;44.121;0;12.02524498;2.6060158;94.453
1963;TZA;Tanzania;;0.556153497;958.6;28.18;3.764443407;494.2807214;0;44.393;0;12.38224769;2.6060158;94.296
1964;TZA;Tanzania;;0.531176474;804.4;28.2;3.764443407;494.2807214;0;44.682;0;12.75195417;2.6060158;94.135
1965;TZA;Tanzania;;0.515692878;801.4;28.58;3.764443407;494.2807214;0;44.991;0;13.13482953;2.6060158;93.97
1966;TZA;Tanzania;;0.500607404;760.2;31.89;3.764443407;494.2807214;0;45.321;0;13.53063897;2.6060158;93.801
1967;TZA;Tanzania;;0.485901212;702.5;31.81;3.764443407;494.2807214;0;45.668;0;13.94015466;2.6060158;93.627
1968;TZA;Tanzania;;0.471493429;581.1;31.36;3.764443407;494.2807214;2519999.981;46.028;0;14.36613457;2.6060158;93.196
1969;TZA;Tanzania;;0.457296857;638.5;32.28;3.764443407;494.2807214;3189999.968;46.399;0;14.81212463;2.6060158;92.689
1970;TZA;Tanzania;9.399999619;0.517159309;573.8;34;3.764443407;494.2807214;3650000.036;46.784;0;15.28051592;2.6060158;92.148
1971;TZA;Tanzania;9.199999809;0.501012941;708.1;34.25;3.764443407;494.2807214;4280000.031;47.188;0;15.77296794;2.6060158;91.569
1972;TZA;Tanzania;6.699999809;0.485156297;668;34.42;3.764443407;494.2807214;4980000.138;47.609;0;16.28848499;2.6060158;90.952
1973;TZA;Tanzania;2.599999905;0.469727316;903;36.37;3.764443407;494.2807214;6599999.964;48.04;0;16.82350756;2.6060158;90.296
1974;TZA;Tanzania;2.900000095;0.454872254;764.6;36.44;3.764443407;494.2807214;9219999.999;48.472;0;17.37292391;2.6060158;89.597
1975;TZA;Tanzania;2.799999952;0.440660944;1052.2;41.34;3.764443407;494.2807214;18760000.08;48.887;0;17.9332005;2.6060158;88.854
1976;TZA;Tanzania;3.200000048;0.427085546;1007.6;42.82;3.764443407;494.2807214;19010000.41;49.269;0;18.50322759;2.6060158;88.063
1977;TZA;Tanzania;0.300000012;0.414073433;1005.9;45.88;3.764443407;494.2807214;11270000.28;49.606;0;19.08468503;2.6060158;87.227
1978;TZA;Tanzania;0.800000012;0.458906184;999.6;46.64;3.764443407;494.2807214;15799999.59;49.889;0;19.68024046;2.6060158;86.341
1979;TZA;Tanzania;1.299999952;0.445032332;1166.3;49.27;3.764443407;494.2807214;23510000.41;50.115;0;20.2937706;2.6060158;85.859
1980;TZA;Tanzania;1.899999976;0.431539984;1020.2;46.42;3.764443407;494.2807214;26519999.74;50.288;0;20.9282671;2.6060158;85.445
1981;TZA;Tanzania;1.200000048;0.418395162;1003.1;48.76;3.764443407;494.2807214;31670000.19;50.421;0;21.58577557;2.6060158;85.024
1982;TZA;Tanzania;1.200000048;0.405611185;1429.5;51.27;3.764443407;494.2807214;36900000.57;50.526;0;22.26611199;2.6060158;84.591
1983;TZA;Tanzania;1.399999976;0.393225762;1300.9;54.1;3.764443407;494.2807214;29830000.46;50.613;0;22.96742718;2.6060158;84.149
1984;TZA;Tanzania;2.400000095;0.381283262;1270.7;55.4;3.764443407;494.2807214;31999999.35;50.683;0;23.68680966;2.6060158;83.695
1985;TZA;Tanzania;3.299999952;0.416015756;1366.8;58.29;3.764443407;494.2807214;28879999.52;50.726;0;24.42289004;2.6060158;83.233
1986;TZA;Tanzania;2;0.403654671;1126.6;59.56;3.764443407;494.2807214;32769999.98;50.725;0;25.17079025;2.6060158;82.759
1987;TZA;Tanzania;2.5;0.391794943;1274.3;59.31;3.764443407;494.2807214;30420000.14;50.671;0;25.93271619;2.6060158;82.275
1988;TZA;Tanzania;2.700000048;0.380215158;1220.1;59.16;3.764443407;494.2807214;38299999.77;50.561;0;26.72251976;2.6060158;81.779
1989;TZA;Tanzania;1.600000024;0.368675102;1489.2;63.05;3.764443407;497.3533214;39640000.11;50.403;0;27.55897268;2.1;81.435
1990;TZA;Tanzania;1.399999976;0.357088373;1506.5;64.26;7.045071644;515.6939758;45060000.06;50.206;0;28.4532005;2.1;81.116
1991;TZA;Tanzania;4.199999809;0.345517146;1234.1;66.04;2.071988211;509.1858528;47809999.65;49.978;0;29.41588846;2.3933346;80.792
1992;TZA;Tanzania;2.099999905;0.326395004;1087.6;64.28;0.584322134;495.009693;47590000.21;49.743;0;30.4371156;2.3933346;80.464
1993;TZA;Tanzania;1.799999952;0.319142798;1227.4;65.71;1.205800808;484.3752954;51069999.7;49.529;0;31.48250508;2.3933346;80.133
1994;TZA;Tanzania;2.099999905;0.309106782;1151.7;64.43;1.567661766;476.5293621;118520001.2;49.365;0.001288524;32.50467261;2.3933346;79.797
1995;TZA;Tanzania;2.900000095;0.300177391;1702.8;69.47;3.569911868;479.3155535;65599999.67;49.287;0.011804729;33.47159065;2.3933346;79.457
1996;TZA;Tanzania;3;0.295619646;1588.1;69.36;4.544366802;488.0382264;38440000.05;49.329;0.029686782;34.36952585;2.3933346;79.112
1997;TZA;Tanzania;3.099999905;0.285578201;1101.2;66.57;3.525278191;493.1547911;38359999.69;49.503;0.064758416;35.21433394;2.3933346;78.763
1998;TZA;Tanzania;3.5;0.273303672;1198.8;72.64;3.708511596;499.7604094;35250000.54;49.809;0.118844027;36.03995936;2.3933346;78.41
1999;TZA;Tanzania;2.299999952;0.266199632;1766.4;75.25;4.863863755;511.9469364;35670000.55;50.248;0.155895072;36.89573154;2.4955564;78.053
2000;TZA;Tanzania;3.449;0.256722702;1440.7;73.88;4.520784635;522.0767884;56070001.37;50.801;0.329912553;37.81799503;2.5977782;77.691
2001;TZA;Tanzania;3.252;0.248067112;2043.5;76.89;6.070808288;539.5277921;65449998.86;51.444;0.801376008;38.81898397;2.7;77.326
2002;TZA;Tanzania;2.321;0.243386206;1899.5;94.02;7.093194984;562.3184594;63560000.18;52.142;1.717454764;39.89025514;2.933333333;76.956
2003;TZA;Tanzania;1.785;0.235017096;858.1;82.82;6.672789829;583.3144338;59700000.77;52.866;3.572039702;41.02255814;3.166666667;76.389
2004;TZA;Tanzania;2.25;0.254148187;1370.6;95.2;7.50381466;609.6367156;34579999.44;53.602;5.195323984;42.19887898;3.4;75.777
2005;TZA;Tanzania;1.853;0.252273583;1101.6;96.79;7.476319258;637.0056222;40489999.92;54.349;7.708648459;43.40745089;3.37;75.155
2006;TZA;Tanzania;1.69;0.245267457;1326.7;108.01;6.53222139;659.8043503;39920000.29;55.119;14.18252749;44.64739557;3.66;74.522
2007;TZA;Tanzania;1.447;0.245812498;1427.3;107.78;6.768535202;684.8840491;55149999.37;55.926;20.28444734;45.92618424;3.62;73.879
2008;TZA;Tanzania;1.446;0.270600548;1333.9;108.05;5.68641686;703.5884945;58170000.73;56.777;31.07662446;47.24988033;3.89;73.224
2009;TZA;Tanzania;0.781;0.266983431;1110.4;111.78;5.269105248;719.7230784;78129999.58;57.666;40.55707231;48.62704222;3.73;72.561
2010;TZA;Tanzania;1.249246;0.261576302;1647.9;129.17;6.336523427;743.4037847;55469999.31;58.584;47.3179195;50.06381237;3.73;71.886
2011;TZA;Tanzania;1.17475174;0.269303724;1390.4;138.25;7.672155435;777.2272184;64909999.9;59.525;56.19549248;51.5616821;3.73;71.202
2012;TZA;Tanzania;1.627987307;0.289038956;1314.8;147.42;4.50015356;788.4391516;66198799.65;60.47;57.8480982;53.11862836;3.73;70.507
2013;TZA;Tanzania;0.003641454;0.278452331;1418;172.63;6.781585601;817.1226341;50928459.95;61.398;56.60282982;54.73274554;3.73;69.804
2014;TZA;Tanzania;0.564368726;0.270217136;1672.6;187.45;6.732461868;846.3868415;44128941.06;62.288;63.77561693;56.4007925;3.73;69.096
2015;TZA;Tanzania;2.213882;0.26222435;1618.5;194.28;6.160628774;871.9983686;58848851.51;63.111;77.04656442;58.11992888;3.73;68.383
2016;TZA;Tanzania;0.536721;0.254473119;1546.4;168.95;6.867116196;904.3818923;51970936.96;63.844;75.48495237;59.89025739;3.73;67.667
2017;TZA;Tanzania;0.281228;0.266692497;1543.8;184.7859911;6.785680114;937.3014916;91702236.21;64.479;73.09478999;61.71134116;3.73;66.947
2018;TZA;Tanzania;0.392645;0.26056866;1586.31219;182.3178429;5.444967632;957.1259352;50372773.53;63.4155037;77.24135223;63.5790788;3.73;66.224
2019;TZA;Tanzania;;0.257037451;1558.894377;176.1727473;6.554351101;917.8522901;0;63.96307171;74.8558091;60.73502092;3.73;67.33805097
1960;USA;United States;;0.983336146;2522.3;45.45;2.3;17550.57316;0;69.77073171;0;20.05587971;7.4547239;30.004
1961;USA;United States;;0.983336146;2522.3;45.45;2.3;17659.05698;0;70.27073171;0;20.05587971;7.4547239;29.623
1962;USA;United States;;0.949377607;2683.1;45.82;6.1;18450.30093;0;70.1195122;0;20.36672286;7.4547239;29.243
1963;USA;United States;;0.948911975;2800.6;48.12;4.4;18986.88586;0;69.91707317;0;20.66195289;7.4547239;28.866
1964;USA;United States;;0.927442428;2639.3;48.91;5.8;19811.02093;0;70.16585366;0;20.9509595;7.4547239;28.492
1965;USA;United States;;0.910948364;3040.8;49.92;6.4;20817.04391;0;70.21463415;0;21.21452654;7.4547239;28.121
1966;USA;United States;;0.893900081;3016.7;50.88;6.5;21915.58302;0;70.21219512;0;21.4609519;7.4547239;27.753
1967;USA;United States;;0.878089899;3161.2;53.68;2.5;22220.19895;0;70.56097561;0;21.69591307;7.4547239;27.388
1968;USA;United States;;0.901816587;3212.8;54.15;4.8;23055.41609;0;69.95121951;0;21.91362338;7.4547239;27.026
1969;USA;United States;;0.933722129;3464.3;54.27;3.1;23538.97341;0;70.50731707;0;22.12882249;7.4547239;26.667
1970;USA;United States;5151.200195;0.920425063;3154.9;53.52;-0.254079593;23207.21994;0;70.80731707;0;22.3881314;7.4547239;26.398
1971;USA;United States;5540.799805;0.90599583;3725.6;58.15;3.293362378;23670.34573;0;71.10731707;0;22.67298907;7;26.387
1972;USA;United States;6283;0.893513931;3908.2;57.32;5.258895358;24649.84474;0;71.15609756;0;22.91701241;6.9;26.377
1973;USA;United States;7060.100098;0.882690211;3683.2;58.8;5.64571947;25794.12817;0;71.35609756;0;23.13679719;6.8;26.367
1974;USA;United States;7255.399902;0.871959374;2997.5;59.96;-0.540546529;25421.36967;0;71.95609756;0;23.34915755;6.6;26.357
1975;USA;United States;6999.600098;0.863404222;3461.3;64.1;-0.205464012;25120.23085;0;72.60487805;0;23.58051569;7;26.347
1976;USA;United States;7438.200195;0.855238838;3533;66.02;5.388139227;26223.37644;0;72.85609756;0;23.80565042;7;26.337
1977;USA;United States;7920.600098;0.847043439;3683.2;68.39;4.624159207;27161.42669;0;73.25609756;0;24.0462891;6.7;26.327
1978;USA;United States;8406.799805;0.848013119;4109.8;67.79;5.535302693;28362.7718;0;73.35609756;0;24.30243172;6.6;26.318
1979;USA;United States;8658.099609;0.838706094;4426.2;71.47;3.166150271;28939.63994;0;73.80487805;0;24.57211299;6.3;26.308
1980;USA;United States;8615.400391;0.830696446;3771.9;69.19;-0.256751931;28589.67273;0;73.6097561;0;24.80903945;6.3;26.262
1981;USA;United States;8606.900391;0.822583738;4256.7;75.38;2.537718698;29028.9015;0;74.0097561;0;25.05371789;6.4;26.11
1982;USA;United States;8295.799805;0.810505732;4370.6;75.2;-1.802874453;28235.08967;0;74.36097561;0;25.29370147;6.2;25.958
1983;USA;United States;9284.5;0.803128422;3535.9;64.44;4.583927316;29260.58618;0;74.46341463;0;25.52604226;6.3;25.806
1984;USA;United States;10293.09961;0.796204813;4374.1;73.69;7.236619994;31107.55962;0;74.56341463;0.038445905;25.74801069;6.3;25.656
1985;USA;United States;9672.200195;0.789180579;4763.3;77.88;4.169655954;32118.75943;0;74.56341463;0.14146081;25.97718518;6.1;25.506
1986;USA;United States;10619;0.781920852;4698.9;73.72;3.462651713;32925.22668;0;74.61463415;0.280860174;26.21836977;4.2;25.356
1987;USA;United States;12023.2002;0.766613424;4735.4;73.17;3.459572555;33761.17884;0;74.76585366;0.502281572;26.45376768;6.4;25.207
1988;USA;United States;13875.59961;0.759684089;3706.9;69.02;4.177046384;34853.48847;0;74.76585366;0.836569536;26.69506145;4.3;25.058
1989;USA;United States;14651;0.752478537;4473.9;75.91;3.672656329;35793.8965;0;75.01707317;1.405118706;26.94836532;4.3;24.911
1990;USA;United States;14791.40039;0.743825689;4755.1;77.94;1.885960323;36059.30163;0;75.21463415;2.095449994;27.25451361;4.4;24.7
1991;USA;United States;14486.2002;0.733952352;4507.6;77.15;-0.108259105;35542.14111;0;75.36585366;2.96895054;27.62114913;4.5;24.299
1992;USA;United States;15617.59961;0.71762165;5357.8;84.23;3.522442494;36287.32286;0;75.61707317;4.293056805;28.00689161;5.4280995;23.903
1993;USA;United States;16343;0.703095965;4298.8;76.98;2.752844327;36797.79765;0;75.4195122;6.168585393;28.37865871;5.1;23.512
1994;USA;United States;19083.80078;0.691452004;5560;89.19;4.028839064;37813.75818;0;75.6195122;9.203138701;28.72880764;5.3558719;23.125
1995;USA;United States;19622.90039;0.682891564;4644.8;83.89;2.684287132;38369.16184;0;75.62195122;12.74143303;29.07295151;4.7893238;22.743
1996;USA;United States;21676.40039;0.664476566;5175.3;87.78;3.772501319;39356.0918;0;76.02682927;16.41343526;29.41316481;4.7893238;22.364
1997;USA;United States;25478.80078;0.651338495;5275.3;91.18;4.447216343;40614.40561;0;76.42926829;20.35683377;29.76942797;4.7893238;21.992
1998;USA;United States;25757.90039;0.640853495;5676.5;92.09;4.481407555;41942.70951;0;76.5804878;25.15099311;30.11848507;4.270473546;21.623
1999;USA;United States;27292.19922;0.628469037;5736.5;93.72;4.753235989;43434.69267;0;76.58292683;30.89124914;30.46634116;4.280598757;21.258
2000;USA;United States;30171.975;0.621514394;5854.3;95.96;4.127484014;44726.9654;0;76.63658537;38.86183584;30.79730133;4.513758289;20.943
2001;USA;United States;27924.568;0.615505643;5891.1;93.67;0.998340795;44728.59748;0;76.83658537;45.14982121;31.10362839;4.74691782;20.766
2002;USA;United States;29554.684;0.60139725;5546.8;94.09;1.74169525;45087.36728;0;76.93658537;49.35962707;31.39354993;4.76279808;20.591
2003;USA;United States;34205.554;0.591621188;6023.7;95.66;2.861210767;45980.51458;0;77.03658537;55.42732036;31.66453462;4.923485217;20.417
2004;USA;United States;37450.121;0.570536125;6851.1;100.53;3.798891127;47287.59377;0;77.48780488;63.21739536;31.95894507;4.681501272;20.243
2005;USA;United States;37357.644;0.55873342;6450.7;99.3;3.513213797;48499.81238;0;77.48780488;69.05236638;32.2548766;4.447336369;20.072
2006;USA;United States;39881.895;0.537708104;6400.4;100.18;2.854972292;49405.7673;0;77.68780488;77.10934813;32.56739985;4.688412769;19.901
2007;USA;United States;40617.739;0.53739452;6704.4;104.84;1.876171458;49856.28149;0;77.98780488;82.93180628;32.87861136;4.607559133;19.731
2008;USA;United States;39313.596;0.532113793;6598.3;107.59;-0.136579805;49319.47886;0;78.03902439;86.09952013;33.24368685;4.714283974;19.562
2009;USA;United States;35097.67065;0.514913179;7226.2;109.89;-2.536757066;47648.81325;0;78.3902439;89.5449638;33.53639923;4.712153853;19.394
2010;USA;United States;39353.2561;0.504083589;6978.1;110.27;2.563766559;48466.82338;0;78.54146341;92.26777096;33.81566442;4.840966283;19.228
2011;USA;United States;39621.91354;0.486774801;6803.5;109.06;1.550835506;48862.42494;0;78.64146341;95.44904589;34.06206439;5.05;19.056
2012;USA;United States;39111.34038;0.494170885;5911.9;107.97;2.249545852;49596.42192;0;78.74146341;97.06859919;34.31286833;4.502001669;18.881
2013;USA;United States;37113.55892;0.481689546;7300.9;113.51;1.842081071;50161.07582;0;78.74146341;98.19768385;34.5515705;4.413509358;18.701
2014;USA;United States;38225.19609;0.484522862;7638.1;117.03;2.451973035;51015.13548;0;78.84146341;111.5562164;34.80614436;4.403829034;18.517
2015;USA;United States;37866.22451;0.47471856;7430.5;116.61;2.880910466;52099.26976;0;78.6902439;119.1439209;35.06373087;4.403829034;18.329
2016;USA;United States;38657.91904;0.471296832;8144.6;122.32;1.56721517;52534.36528;0;78.53902439;122.5945483;35.31830199;4.403829034;18.138
2017;USA;United States;41591.55177;0.479054685;8280.8;116.9510481;2.21701033;53356.23624;0;78.53902439;123.0448345;35.54522707;4.403829034;17.942
2018;USA;United States;42985.29522;0.474938664;7824.256655;118.9718516;2.927322728;54579.01684;0;78.63687216;129.0140075;35.76608858;4.404002054;17.744
2019;USA;United States;;0.472649244;8081.845332;120.6524956;2.1694245;53014.82964;0;78.56826254;122.9509927;35.41613066;4.403829034;18.04760112
1960;VEN;Venezuela, RB;;0.343631984;1115.6;25;3.192519439;12457.20696;0;59.831;0;9.567780738;3.7;38.387
1961;VEN;Venezuela, RB;;0.343631984;1115.6;25;3.192519439;12401.8677;0;60.377;0;9.567780738;3.7;37.125
1962;VEN;Venezuela, RB;;0.331702387;1164;25.58;8.532933763;12992.82695;0;60.907;0;9.91188368;3.7;36.067
1963;VEN;Venezuela, RB;;0.320680111;1119.1;27.13;3.900951164;13037.59748;0;61.422;0;10.26317669;3.7;35.023
1964;VEN;Venezuela, RB;;0.310275399;1199.7;29.23;11.12934529;13999.21377;0;61.923;0;10.62195567;3.7;33.991
1965;VEN;Venezuela, RB;;0.30034219;1271.5;31.19;4.162866665;14095.75672;0;62.416;0;10.9883544;3.7;32.978
1966;VEN;Venezuela, RB;;0.290643378;1308.3;32.88;1.510250111;13837.06893;0;62.91;0;11.36283884;3.7;31.978
1967;VEN;Venezuela, RB;;0.282053274;1180.4;34.42;2.833869031;13766.11097;0;63.409;0;11.74507681;3.7;30.995
1968;VEN;Venezuela, RB;;0.27274534;1233.2;35.7;7.337232658;14303.225;870000.0048;63.916;0;12.13342894;3.7;30.027
1969;VEN;Venezuela, RB;;0.264657011;1200.8;38.33;0.706036796;13953.15011;2150000.036;64.427;0;12.52566408;3.7;29.08
1970;VEN;Venezuela, RB;58.59999847;0.257186638;1305.1;40.11;7.711914381;14570.10087;2140000.054;64.935;0;12.92034805;3.7;28.148
1971;VEN;Venezuela, RB;66.30000305;0.250043738;1234.8;40.9;1.47929121;14345.62381;2389999.971;65.428;0;13.31664305;3.7;27.236
1972;VEN;Venezuela, RB;65.5;0.240045748;1264.3;41.27;1.282805036;14107.19035;3539999.891;65.896;0;13.71542883;4.1;26.425
1973;VEN;Venezuela, RB;75.30000305;0.232862186;1368.4;42.52;7.109957895;14678.23859;3789999.932;66.331;0;14.11906128;4.2;25.675
1974;VEN;Venezuela, RB;85.59999847;0.22673092;1451.6;44.26;2.069333202;14557.38568;3019999.99;66.729;0;14.53087127;3.5;24.937
1975;VEN;Venezuela, RB;71.40000153;0.220402443;1634.6;46.85;2.89625778;14555.90456;2549999.948;67.092;0;14.95324415;4.4;24.214
1976;VEN;Venezuela, RB;74.59999847;0.214556099;1549.3;45.67;7.727739847;15238.59299;1270000.018;67.42;0;15.38711864;3.9849424;23.504
1977;VEN;Venezuela, RB;115.5;0.212254337;1892.6;48.66;6.270783513;15739.38039;2089999.959;67.723;0;15.83173176;3.9;22.811
1978;VEN;Venezuela, RB;110.4000015;0.205712228;1868.7;50.94;2.346896372;15659.81257;3309999.913;68.009;0;16.28561533;3.9849424;22.132
1979;VEN;Venezuela, RB;107.5;0.199644296;1913.3;52.86;0.764355145;15345.2158;4559999.823;68.281;0;16.74652344;3.9849424;21.467
1980;VEN;Venezuela, RB;148.1000061;0.194762284;1914.1;55.31;-4.421322364;14269.39036;4429999.905;68.542;0;17.21286888;3.6;20.815
1981;VEN;Venezuela, RB;141.8999939;0.179767951;1885.4;56.7;-0.362810903;13839.0924;4279999.971;68.795;0;17.68367553;4.3;20.18
1982;VEN;Venezuela, RB;135.6000061;0.175494752;1973.5;57.78;-2.071006071;13197.38638;4159999.985;69.038;0;18.15948416;4.2;19.618
1983;VEN;Venezuela, RB;103.3000031;0.164810431;1936.4;59.8;-3.764817123;12371.82943;2579999.924;69.272;0;18.64195227;4.9;19.093
1984;VEN;Venezuela, RB;107.0999985;0.160517134;2030.1;58.55;1.442164633;12227.83078;2399999.975;69.497;0;19.13349923;4.3;18.578
1985;VEN;Venezuela, RB;83.09999847;0.168422681;2029.1;63.22;0.193300161;11938.22768;3050000.027;69.715;0;19.63553087;4.1;18.075
1986;VEN;Venezuela, RB;98.90000153;0.173587656;1947;65.32;6.510345028;12391.70801;3409999.944;69.923;0;20.14851879;3.6;17.582
1987;VEN;Venezuela, RB;117.9000015;0.169859368;1994.1;65.25;3.581649938;12511.19014;3199999.865;70.123;0;20.67085766;4.3;17.1
1988;VEN;Venezuela, RB;115.1999969;0.165625185;2123.7;70.8;5.82136842;12909.48361;3569999.867;70.312;0.009626262;21.19930503;3.8;16.628
1989;VEN;Venezuela, RB;161.3999939;0.148436298;2343.4;68.98;-8.569882013;11515.18242;4359999.954;70.491;0.019226283;21.72946091;3.6;16.167
1990;VEN;Venezuela, RB;112.5;0.144249393;2486.1;73.31;6.467940853;11968.85422;3910000.014;70.658;0.037804343;22.25799558;2.6;15.716
1991;VEN;Venezuela, RB;132.1999969;0.141518468;2558.7;74.36;9.729887977;12830.40296;6689999.986;70.811;0.0826022;22.78364832;3.556156;15.336
1992;VEN;Venezuela, RB;174.3999939;0.12652204;2592.8;76.66;6.060473262;13302.58874;2740000.138;70.951;0.382144233;23.30670937;4.6;14.988
1993;VEN;Venezuela, RB;153.1999969;0.12366238;2939.6;79.01;0.275388158;13047.7613;5129999.964;71.079;0.868824571;23.82733519;4.1;14.648
1994;VEN;Venezuela, RB;213.8000031;0.120468188;2962.8;78.79;-2.349507928;12469.67303;3579999.999;71.2;1.485479392;24.34618106;5;14.314
